"2343280660","Pascal Hitzler","925","61","1423","21"
"273300000","Anupriya Ankolekar","966163","8","2859",\N
"2046966885","K. Lassila Perini","797065","1","4",\N
"2225162408","Nazifa Karima","1380051","2","37",\N
"2117161729","Michael Gruninger","991374","26","530",\N
"2131474356","Yingjie Hu","870295","24","491",\N
"323374958","Denny Vrandecic","874941","18","984",\N
"2020740204","Torsten Hahmann","993368","13","72",\N
"1985997350","Paul Buitelaar","880088","23","369",\N
"2122436540","Werner Kuhn","2118","30","1056","15"
"2129357426","Moritz Weiten","36064","1","79",\N
"2477082399","Anne E. Thessen","184719","5","88",\N
"2114645661","Sebastian Rudolph","1332","33","1365","18"
"2106490959","Felix Burkhardt","36059","1","79",\N
"2885755691","Christoph Lange","3202","31","332","12"
"3003779713","M. Hildreth","797151","1","4",\N
"2637714313","Chang Liu","831116","1","5",\N
"2280722872","Aimee P. C. Buccellato","802174","1","4",\N
"2574804667","Md. Kamruzzaman Sarker","694221","1","0",\N
"2290566231","Peter Haase","955","34","1733","21"
"2165390029","Johanna VÃ¶lker","996374","17","560",\N
"2119753155","Alessandra Sala","939610","17","472",\N
"57071870","VÃ­ctor RodrÃ­guez Doncel","1019898","5","39",\N
"1501542852","JÃ©rÃ´me Euzenat","1320","44","3248","18"
"141262077","York Sure","988820","25","2001",\N
"2150474593","Cong Wang","988437","2","10",\N
"1986491566","Cristina Feier","883483","5","66",\N
"2076533927","Daniel Oberle","925946","12","597",\N
"2276903688","Holly Ferguson","750991","5","6",\N
"233931727","Freddy LÃ©cuÃ©","901261","25","531",\N
"2010142017","Ian Horrocks","248","96","4599","32"
"2149582598","Sherif Sakr","1851","56","949","16"
"2013021768","Brandon Kuczenski","752479","2","9",\N
"2949737950","Malte Kiesel","36127","1","79",\N
"2550678423","Gordon Watts","797109","1","4",\N
"2112753976","Kerstin Lehnert","110019","7","59",\N
"2138977276","Sangwon Suh","112480","2","9",\N
"2395740959","Reihaneh Amini","786390","1","6",\N
"2037002504","David Carral","897273","8","96",\N
"1970780421","Hans Peter Zorn","36042","1","79",\N
"2982785029","Yue Ma","69940","1","23",\N
"2582372066","Ralf Engel","36109","1","79",\N
"2066282134","Tim Finin","452","64","4598","26"
"2701997557","Mike Bennett","175805","6","81",\N
"2259301404","Francesca Quattri","1323380","1","27",\N
"2608377515","Margaret OBrien","548950","5","70",\N
"2117709049","Bernardo Cuenca Grau","1382","44","1844","18"
"2405166969","Yiting Ju","752512","3","59",\N
"1677527418","Wesley W. Ingwersen","752476","2","11",\N
"2120946563","Daniel Sonntag","866085","17","149",\N
"2634523795","Cristina Feier","321782","2","3",\N
"1314724027","Tuvshintur Tserendorj","962747","4","72",\N
"2406406891","Bo Yan","752513","9","84",\N
"2624742656","Zhangquan Zhou","831112","1","5",\N
"331835628","Suzanne M. Carbotte","555827","2","38",\N
"2140444693","Derek Doran","999759","19","248",\N
"2097208288","Berenike Loos","36054","1","79",\N
"2104269936","Simon Spero","1323348","1","27",\N
"2112935945","Satya S. Sahoo","1007448","23","288",\N
"2164559439","Prateek Jain","997008","9","383",\N
"2409681683","Jianshen Zhou","36093","1","79",\N
"2520559520","Todd Schneider","175780","4","69",\N
"52789919","Mariana Damova","997140","2","61",\N
"2402852597","Andrea Ballatore","752510","1","5",\N
"2150968429","Kunal Sengupta","870304","8","132",\N
"1936741433","Luciano Serafini","1860","39","1361","16"
"2058107441","Robert Arko","992402","4","39",\N
"2304903367","Christian Schmidt","36088","1","79",\N
"190965585","Olivier Bodenreider","911","97","2113","21"
"155640533","Dave Kolas","877861","5","128",\N
"2310261231","Peter Z. Yeh","997098","16","481",\N
"2164298414","Guozhu Dong","395","84","4091","27"
"305663917","Markus KrÃ¶tzsch","1002472","15","942",\N
"2025678889","Adam Shepherd","555744","4","44",\N
"2295028022","Tom Narock","90583","15","102",\N
"2246443285","Michael Sintek","863982","15","696",\N
"2289173716","Gary Berg Cross","897310","6","123",\N
"2106358872","Qiu Ji","915498","8","255",\N
"95656306","Sarasi Lalithsena","21136","5","18",\N
"2075982903","Christine Kapp","1323344","1","27",\N
"2676091077","Andrea Westerinen","1323417","3","44",\N
