"2020.coling-main.257","2020.emnlp-main.424","0.717157"
"2020.emnlp-main.424","2020.coling-main.257","0.717157"
"2020.coling-main.257","2020.sigmorphon-1.1","1.15882"
"2020.sigmorphon-1.1","2020.coling-main.257","1.15882"
"2020.coling-main.257","2020.sigmorphon-1.17","1.01716"
"2020.sigmorphon-1.17","2020.coling-main.257","1.01716"
"2020.coling-main.257","2020.sigmorphon-1.18","0.683824"
"2020.sigmorphon-1.18","2020.coling-main.257","0.683824"
"2020.coling-main.257","2020.sigmorphon-1.21","0.358824"
"2020.sigmorphon-1.21","2020.coling-main.257","0.358824"
"2020.coling-main.257","2020.sigmorphon-1.3","0.183824"
"2020.sigmorphon-1.3","2020.coling-main.257","0.183824"
"2020.coling-main.257","2021.acl-long.78","1.32549"
"2021.acl-long.78","2020.coling-main.257","1.32549"
"2020.coling-main.257","2021.eacl-main.163","0.283824"
"2021.eacl-main.163","2020.coling-main.257","0.283824"
"2020.coling-main.257","2021.insights-1.13","0.983824"
"2021.insights-1.13","2020.coling-main.257","0.983824"
"2020.coling-main.257","2021.sigmorphon-1.25","0.0588235"
"2021.sigmorphon-1.25","2020.coling-main.257","0.0588235"
"2020.coling-main.257","2021.sigmorphon-1.8","0.183824"
"2021.sigmorphon-1.8","2020.coling-main.257","0.183824"
"2020.coling-main.257","D18-1315","0.592157"
"D18-1315","2020.coling-main.257","0.592157"
"2020.coling-main.257","K18-3001","0.158824"
"K18-3001","2020.coling-main.257","0.158824"
"2020.coling-main.257","Q19-1021","0.0588235"
"Q19-1021","2020.coling-main.257","0.0588235"
"2020.coling-main.257","W18-6011","0.0588235"
"W18-6011","2020.coling-main.257","0.0588235"
"2020.coling-main.257","W19-4226","0.0588235"
"W19-4226","2020.coling-main.257","0.0588235"
"2020.coling-main.257","W19-6011","0.0588235"
"W19-6011","2020.coling-main.257","0.0588235"
"2020.emnlp-main.424","2020.sigmorphon-1.1","0.317647"
"2020.sigmorphon-1.1","2020.emnlp-main.424","0.317647"
"2020.emnlp-main.424","2020.sigmorphon-1.17","3.17598"
"2020.sigmorphon-1.17","2020.emnlp-main.424","3.17598"
"2020.emnlp-main.424","2020.sigmorphon-1.18","0.409314"
"2020.sigmorphon-1.18","2020.emnlp-main.424","0.409314"
"2020.emnlp-main.424","2020.sigmorphon-1.21","0.42549"
"2020.sigmorphon-1.21","2020.emnlp-main.424","0.42549"
"2020.emnlp-main.424","2020.sigmorphon-1.3","0.867647"
"2020.sigmorphon-1.3","2020.emnlp-main.424","0.867647"
"2020.emnlp-main.424","2021.acl-long.78","1.42473"
"2021.acl-long.78","2020.emnlp-main.424","1.42473"
"2020.emnlp-main.424","2021.eacl-main.163","0.97598"
"2021.eacl-main.163","2020.emnlp-main.424","0.97598"
"2020.emnlp-main.424","2021.insights-1.13","0.609314"
"2021.insights-1.13","2020.emnlp-main.424","0.609314"
"2020.emnlp-main.424","2021.sigmorphon-1.25","0.117647"
"2021.sigmorphon-1.25","2020.emnlp-main.424","0.117647"
"2020.emnlp-main.424","2021.sigmorphon-1.8","0.333556"
"2021.sigmorphon-1.8","2020.emnlp-main.424","0.333556"
"2020.emnlp-main.424","D18-1315","0.97598"
"D18-1315","2020.emnlp-main.424","0.97598"
"2020.emnlp-main.424","K18-3001","0.183824"
"K18-3001","2020.emnlp-main.424","0.183824"
"2020.emnlp-main.424","Q19-1021","0.57598"
"Q19-1021","2020.emnlp-main.424","0.57598"
"2020.emnlp-main.424","W18-6011","0.117647"
"W18-6011","2020.emnlp-main.424","0.117647"
"2020.emnlp-main.424","W19-4226","0.317647"
"W19-4226","2020.emnlp-main.424","0.317647"
"2020.emnlp-main.424","W19-6011","0.242647"
"W19-6011","2020.emnlp-main.424","0.242647"
"2020.sigmorphon-1.1","2020.sigmorphon-1.17","0.417647"
"2020.sigmorphon-1.17","2020.sigmorphon-1.1","0.417647"
"2020.sigmorphon-1.1","2020.sigmorphon-1.18","0.117647"
"2020.sigmorphon-1.18","2020.sigmorphon-1.1","0.117647"
"2020.sigmorphon-1.1","2020.sigmorphon-1.21","0.158824"
"2020.sigmorphon-1.21","2020.sigmorphon-1.1","0.158824"
"2020.sigmorphon-1.1","2020.sigmorphon-1.3","0.117647"
