2021.naacl-main.19,Cultural and Geographical Influences on Image Translatability of Words across Languages,2021,-1,-1,4,0.0,3271,nikzad khani,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,0,0,0.0,0.0
2021.naacl-demos.16,{RESIN}: A Dockerized Schema-Guided Cross-document Cross-lingual Cross-media Information Extraction and Event Tracking System,2021,-1,-1,21,0.0,3228,haoyang wen,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies: Demonstrations,0,0,0.0,0.0
2021.inlg-1.19,Goal-Oriented Script Construction,2021,-1,-1,3,0.0,4912,qing lyu,Proceedings of the 14th International Conference on Natural Language Generation,0,0,0.0,0.0
2021.findings-emnlp.38,{G}oo{AQ}: Open Question Answering with Diverse Answer Types,2021,-1,-1,6,0.0,3541,daniel khashabi,Findings of the Association for Computational Linguistics: EMNLP 2021,0,0,0.0,0.0
2021.emnlp-main.124,{``}Wikily{''} Supervised Neural Translation Tailored to Cross-Lingual Tasks,2021,-1,-1,2,0.0,3273,mohammad rasooli,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
2021.emnlp-main.165,Visual Goal-Step Inference using wiki{H}ow,2021,-1,-1,6,0.0,8969,yue yang,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
2021.emnlp-main.500,{B}i{SECT}: Learning to Split and Rephrase Sentences with Bitexts,2021,-1,-1,5,0.0,9707,joongwon kim,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
2021.dash-1.14,{T}op{G}u{NN}: Fast {NLP} Training Data Augmentation using Large Corpora,2021,-1,-1,7,0.0,11297,rebecca iglesiasflores,Proceedings of the Second Workshop on Data Science with Human in the Loop: Language Advances,0,0,0.0,0.0
2020.emnlp-main.374,"Reasoning about Goals, Steps, and Temporal Ordering with {W}iki{H}ow",2020,-1,-1,3,0.0,1073,li zhang,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.0,0.0
2020.emnlp-demos.25,{R}o{FT}: A Tool for Evaluating Human Detection of Machine-Generated Text,2020,-1,-1,4,0.0,20767,liam dugan,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,0,0,0.0,0.0
2020.crac-1.14,Resolving Pronouns in {T}witter Streams: Context can Help!,2020,-1,-1,2,1.0,5382,anietie andy,"Proceedings of the Third Workshop on Computational Models of Reference, Anaphora and Coreference",0,0,0.0,0.0
2020.acl-main.164,Automatic Detection of Generated Text is Easiest when Humans are Fooled,2020,-1,-1,3,1.0,6006,daphne ippolito,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,1,0,0.0,0.0
2020.acl-main.666,Toward Better Storylines with Sentence-Level Language Models,2020,0,0,4,1.0,6006,daphne ippolito,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,1,0,0.1582090290484037,-0.16892495466003807
2020.aacl-main.35,Intent Detection with {W}iki{H}ow,2020,-1,-1,3,0.0,1073,li zhang,Proceedings of the 1st Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 10th International Joint Conference on Natural Language Processing,0,0,0.0,0.0
W19-3412,Winter is here: Summarizing {T}witter Streams related to Pre-Scheduled Events,2019,-1,-1,3,1.0,5382,anietie andy,Proceedings of the Second Workshop on Storytelling,0,0,0.0,0.0
W19-2405,Unsupervised Hierarchical Story Infilling,2019,0,2,3,1.0,6006,daphne ippolito,Proceedings of the First Workshop on Narrative Understanding,0,0,-0.031362483355824,-0.032453646393453
W19-0423,A Comparison of Context-sensitive Models for Lexical Substitution,2019,0,2,4,0.0,4350,aina soler,Proceedings of the 13th International Conference on Computational Semantics - Long Papers,0,0,-0.031362483355824,-0.032453646393453
Q19-1045,Paraphrase-Sense-Tagged Sentences,2019,15,0,2,1.0,24896,anne cocos,Transactions of the Association for Computational Linguistics,0,0,-0.3399946343359274,0.09082813214048235
