2021.naacl-main.465,Improving Zero-Shot Cross-lingual Transfer for Multilingual Question Answering over Knowledge Graph,2021,-1,-1,5,0,4628,yucheng zhou,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,0,0,0.0,0.0
2021.naacl-industry.18,Language Scaling for Universal Suggested Replies Model,2021,-1,-1,10,0,4725,qianlan ying,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies: Industry Papers,0,0,0.0,0.0
2021.findings-emnlp.23,{W}hitening{BERT}: An Easy Unsupervised Sentence Embedding Approach,2021,-1,-1,7,0,6433,junjie huang,Findings of the Association for Computational Linguistics: EMNLP 2021,0,0,0.0,0.0
2021.findings-emnlp.93,Learning to Ground Visual Objects for Visual Dialog,2021,-1,-1,4,0,6631,feilong chen,Findings of the Association for Computational Linguistics: EMNLP 2021,0,0,0.0,0.0
2021.findings-emnlp.183,Re-entry Prediction for Online Conversations via Self-Supervised Learning,2021,-1,-1,5,0,6883,lingzhi wang,Findings of the Association for Computational Linguistics: EMNLP 2021,0,0,0.0,0.0
2021.findings-acl.36,{GLGE}: A New General Language Generation Evaluation Benchmark,2021,-1,-1,13,0,3653,dayiheng liu,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,0,0,0.0,0.0
2021.findings-acl.121,{K-Adapter}: {I}nfusing {K}nowledge into {P}re-{T}rained {M}odels with {A}dapters,2021,-1,-1,8,0,7795,ruize wang,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,0,0,0.0,0.0
2021.findings-acl.403,Modeling Event-Pair Relations in External Knowledge Graphs for Script Reasoning,2021,-1,-1,6,0,4628,yucheng zhou,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,0,0,0.0,0.0
2021.emnlp-main.259,Learning from Multiple Noisy Augmented Data Sets for Better Cross-Lingual Spoken Language Understanding,2021,-1,-1,7,0,9175,yingmei guo,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
2021.emnlp-main.617,Learning Neural Templates for Recommender Dialogue System,2021,-1,-1,9,0,9880,zujie liang,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
2021.acl-long.285,{MPC}-{BERT}: A Pre-Trained Language Model for Multi-Party Conversation Understanding,2021,-1,-1,6,0,8804,jiachen gu,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2021.acl-long.396,Reasoning over Entity-Action-Location Graph for Procedural Text Understanding,2021,-1,-1,5,0,13275,hao huang,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2021.acl-long.420,Syntax-Enhanced Pre-trained Model,2021,-1,-1,9,0,13309,zenan xu,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2021.acl-long.435,Maria: A Visual Experience Powered Conversational Agent,2021,-1,-1,8,0,9880,zujie liang,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2021.acl-long.442,"{C}o{SQA}: 20,000+ Web Queries for Code Search and Question Answering",2021,-1,-1,6,0,6433,junjie huang,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2021.acl-demo.28,"{P}rophet{N}et-{X}: Large-Scale Pre-training Models for {E}nglish, {C}hinese, Multi-lingual, Dialog, and Code Generation",2021,-1,-1,8,0,7578,weizhen qi,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing: System Demonstrations,0,0,0.0,0.0
2020.findings-emnlp.6,{GRACE}: Gradient Harmonized and Cascaded Labeling for Aspect-based Sentiment Analysis,2020,-1,-1,4,0,7667,huaishao luo,Findings of the Association for Computational Linguistics: EMNLP 2020,0,0,0.0,0.0
2020.findings-emnlp.11,Difference-aware Knowledge Selection for Knowledge-grounded Conversation Generation,2020,-1,-1,3,0,7679,chujie zheng,Findings of the Association for Computational Linguistics: EMNLP 2020,0,0,0.0,0.0
2020.findings-emnlp.139,{C}ode{BERT}: A Pre-Trained Model for Programming and Natural Languages,2020,29,2,10,0,19572,zhangyin feng,Findings of the Association for Computational Linguistics: EMNLP 2020,0,0,0.17873116007051856,-0.27628541369730086
2020.findings-emnlp.370,No Answer is Better Than Wrong Answer: A Reflection Model for Document Level Machine Reading Comprehension,2020,-1,-1,5,0,19889,xuguang wang,Findings of the Association for Computational Linguistics: EMNLP 2020,0,0,0.0,0.0
2020.emnlp-main.320,Leveraging Declarative Knowledge in Text and First-Order Logic for Fine-Grained Propaganda Detection,2020,24,0,7,0,7795,ruize wang,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.17873116007051856,-0.27628541369730086
2020.emnlp-main.484,"{XGLUE}: A New Benchmark Datasetfor Cross-lingual Pre-training, Understanding and Generation",2020,24,5,9,0,6585,yaobo liang,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.3728138645372592,0.46441465179989866
2020.emnlp-main.505,"Diverse, Controllable, and Keyphrase-Aware: A Corpus and Method for News Multi-Headline Generation",2020,27,0,6,0,3653,dayiheng liu,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.2776337335288787,-0.19511070700392805
2020.emnlp-main.548,Towards Interpretable Reasoning over Paragraph Effects in Situation,2020,-1,-1,5,0,7648,mucheng ren,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.0,0.0
