"2612957084","Kai Hwang","688","28","1470","17"
"2525593356","Sampatoor Abhilash","831667","1","24",\N
"150096297","Karl Aberer","1952","36","617","11"
"2974409251","H. Liu","201446","1","19",\N
"2528900973","Ying Chen","251888","3","67",\N
"2193250219","Rohit Tripathi","259274","1","58",\N
"2698134956","Deyi Li","259828","1","236",\N
"2153727156","Weiming Zheng","234825","1","1",\N
"2661465944","Runfang Zhou","516038","3","393",\N
"2716136000","Yue Hu","338661","1","3",\N
"2652547454","Yue Hu","256069","1","125",\N
"2949987976","Shanshan Song","279640","1","22",\N
"2258421154","Maomeng Su","234831","1","1",\N
"2289707881","M. Gangadharan","532026","1","87",\N
"2168377626","Shanshan Song","333366","3","458",\N
"2148181640","Shiwen Mao","793611","4","33",\N
"2645962653","Jing Chen","3922","25","139","6"
"2095817715","Yu Kwong Kwok","811963","15","628",\N
"2438810508","Yu Chen","687","51","888","17"
"44170712","Jayant R. Haritsa","873570","3","12",\N
"2118010187","Yongwei Wu","416246","3","51",\N
"2681624575","Long Hu","418068","4","76",\N
"698114488","Albert Y. Zomaya","1126","43","804","14"
"2311561298","Min Cai","279604","2","96",\N
"2130120403","Sen ching S. Cheung","425814","16","277",\N
"2567960899","Bill Horne","878852","5","35",\N
"2503156437","Min Cai Yu Chen","251887","1","26",\N
"1969941239","Wei Shinn Ku","772769","16","380",\N
"2571495213","Min Chen","2191","27","949","11"
"2148615032","Yan Sun","986","34","1224","15"
"2337887992","Yongfeng Qian","141306","6","121",\N
"2169500984","Xiaosong Lou","450537","4","89",\N
"2223113862","Sameer Kulkareni","256024","1","125",\N
"2712004514","Xiaosong Lou","338659","1","3",\N
"2112876349","Yue Shi","831626","1","24",\N
