"2124303263","Peter D. Karp","243","33","6170","23"
"22474636","CÃ©sar Bonavides MartÃ­nez","988511","2","228",\N
"2172974673","Pallavi Subhraveti","988493","4","385",\N
"2948338235","Pedro Romero","931571","2","96",\N
"2298522305","Mario Latendresse","1020651","6","2728",\N
"2008074526","Nikos Darzentas","920738","3","547",\N
"326640264","Socorro Gama Castro","985274","3","876",\N
"1509169113","MartÃ­n Peralta Gil","985179","2","831",\N
"1992680035","Anuradha Pujar","905789","3","274",\N
"2114321316","Valerie A. Wagner","789409","1","2",\N
"2653027249","Anjo Chi","992348","1","97",\N
"2115510812","Milton H. Saier","904977","2","272",\N
"2105812861","Monica Riley","904973","1","266",\N
"294489367","Luis MuÃ±iz Rascado","988543","2","228",\N
"2022784037","Leon Goldovsky","985983","2","549",\N
"2381049159","Pallavi Kaipa","754350","4","3256",\N
"2381881761","Gene Wei Li","999060","1","12",\N
"2171384820","Michael Travers","1072758","1","74",\N
"2791994958","M. L. Green","1011176","1","70",\N
"2602298937","Hartmut Foerster","768174","6","2967",\N
"2302701955","Ron Caspi","1072772","9","3326",\N
"3019075332","Rebecca Hopkinson","503047","1","539",\N
"2256583236","Carol A. Fulcher","997502","6","3111",\N
"1152811342","Nuria Lopez Bigas","508808","2","663",\N
"2162427273","Seung Y. Rhee","768141","12","9200",\N
"2434806819","A. Karthikeyan","992325","1","97",\N
"340871848","Peter E. Midford","988555","3","202",\N
"1997122892","Alexander Glennon Shearer","932681","2","2190",\N
"2166999582","Robert J. Muller","992301","2","111",\N
"1970226638","Christophe Tissier","768104","4","2960",\N
"2964395154","Monica Riley","922424","1","248",\N
"2042162851","Alberto Santos Zavaleta","1019219","3","288",\N
"1990862113","Gavin Sherlock","968128","7","721",\N
"1863566629","Caroline Moore Kochlacs","508809","1","532",\N
"2787470842","John Pick","754396","2","540",\N
"2711922256","Vanessa Kirkup","992359","1","97",\N
"2560812125","David A. VelÃ¡zquez RamÃ­rez","38642","1","183",\N
"2536484133","Tomer Altman","757141","3","85",\N
"2408236975","Kimberly C. Lemmer","999066","1","12",\N
"2298710216","John L. Ingraham","985219","2","1187",\N
"3017739411","Cynthia J. Krieger","948503","1","40",\N
"2404904895","Katherine M. Mladinich","999064","1","12",\N
"262975264","Ingrid M. Keseler","932742","7","1051",\N
"2557709592","Amanda Mackie","932736","3","234",\N
"2121485337","Michelle Green","754326","3","217",\N
"1970357170","Jonathan Wagg","972078","1","160",\N
"96415551","Julio Collado Vides","1008687","6","1110",\N
"2401322495","Edmond D. Chow","999063","1","12",\N
"2427459014","Lukas A. Mueller","2665","13","1215","8"
"3006739566","Thomas C. Walk","997564","1","2184",\N
"2739819004","Cynthia H. Lee","992362","1","97",\N
"1991187233","Christos A. Ouzounis","972323","7","992",\N
"448623749","Ian T. Paulsen","932773","7","1544",\N
"2499075000","Suzanne M. Paley","754362","2","16",\N
"2480909951","Thomas Yan","1006253","1","79",\N
"172048505","Alida Pellegrini Toole","904959","2","514",\N
"2460533408","Richard Billington","988523","4","385",\N
"1976989125","Kate Dreher","735919","3","125",\N
"2080471761","Dag AhrÃ©n","508817","1","532",\N
"1879179816","Victor Kunin","985979","2","549",\N
"1221497429","Marek S. Skrzypek","876441","2","58",\N
"149240369","Sophia Tsoka","972319","4","725",\N
"2699105243","Thomas J. Lee","800784","2","187",\N
"2101864263","Quang Ong","38600","2","331",\N
"2748999904","Wai Kit Ong","988540","3","202",\N
"2338414372","Daniel S. Weaver","38615","1","183",\N
"2950304941","Markus Krummenacker","754400","4","771",\N
"2761011354","Anamika Kothari","1072804","5","459",\N
"2159956959","Deepika Weerasinghe","999033","1","12",\N
"1826600037","Miles Trupp","1020611","1","71",\N
"743618057","Suzanne M. Paley","1254","16","4780","12"
"2275098877","Markus Krummenacker","774043","7","2648",\N
"2405924581","Albert Y. Chen","999065","1","12",\N
"2166875953","Peifen Zhang","768143","7","3452",\N
