"2021.naacl-main.2","Distantly Supervised Relation Extraction with Sentence Reconstruction and Knowledge Base Priors","2021","-1","-1","3","1","3221","fenia christopoulou","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","0"
"2021.findings-emnlp.182","{G}enerative{RE}: Incorporating a Novel Copy Mechanism and Pretrained Model for Joint Entity and Relation Extraction","2021","-1","-1","2","0","2082","jiarun cao","Findings of the Association for Computational Linguistics: EMNLP 2021","0"
"2021.findings-acl.77","Investigating Text Simplification Evaluation","2021","-1","-1","4","0","7690","laura vasquezrodriguez","Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","0"
"2021.eacl-main.135","{S}pan{E}mo: Casting Multi-label Emotion Classification as Span-prediction","2021","-1","-1","2","0.740741","10719","hassan alhuzali","Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume","0"
"2021.eacl-demos.28","Paladin: an annotation tool based on active and proactive learning","2021","-1","-1","3","1","11105","minhquoc nghiem","Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: System Demonstrations","0"
"2020.lrec-1.245","Semantic Annotation for Improved Safety in Construction Work","2020","0","0","4","0","17111","paul thompson","Proceedings of the 12th Language Resources and Evaluation Conference","0"
"2020.coling-main.507","A Neural Model for Aggregating Coreference Annotation in Crowdsourcing","2020","-1","-1","3","1","21605","maolin li","Proceedings of the 28th International Conference on Computational Linguistics","0"
"2020.acl-main.669","Revisiting Unsupervised Relation Extraction","2020","19","0","3","0","23070","thy tran","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","1"
"W19-5036","Improving classification of Adverse Drug Reactions through Using Sentiment Analysis and Transfer Learning","2019","0","0","2","0.740741","10719","hassan alhuzali","Proceedings of the 18th BioNLP Workshop and Shared Task","0"
"P19-1423","Inter-sentence Relation Extraction with Document-level Graph Convolutional Neural Network","2019","26","2","4","0","22858","sunil sahu","Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics","1"
"N19-1295","Modelling Instance-Level Annotator Reliability for Natural Language Labelling Tasks","2019","0","0","4","1","21605","maolin li","Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)","0"
"D19-5727","Coreference Resolution in Full Text Articles with {BERT} and Syntax-based Mention Filtering","2019","0","0","6","1","26538","hailong trieu","Proceedings of The 5th Workshop on BioNLP Open Shared Tasks","0"
"D19-1381","A Search-based Neural Model for Biomedical Nested and Overlapping Event Detection","2019","0","0","3","1","26991","kurt espinosa","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","0"
"D19-1498","Connecting the Dots: Document-level Neural Relation Extraction with Edge-oriented Graphs","2019","0","1","3","1","3221","fenia christopoulou","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","0"
"W18-2324","Investigating Domain-Specific Information for Neural Coreference Resolution on Biomedical Texts","2018","0","1","4","1","26538","hailong trieu","Proceedings of the {B}io{NLP} 2018 workshop","0"
"W18-1302","Paths for uncertainty: Exploring the intricacies of uncertainty identification for news","2018","0","0","2","1","7229","chrysoula zerva","Proceedings of the Workshop on Computational Semantics beyond Events and Roles","0"
"P18-2014","A Walk-based Model on Entity Graphs for Relation Extraction","2018","0","25","3","1","3221","fenia christopoulou","Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)","0"
"N18-1131","A Neural Layered Model for Nested Named Entity Recognition","2018","0","38","3","0","29451","meizhi ju","Proceedings of the 2018 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)","0"
"L18-1042","A New Corpus to Support Text Mining for the Curation of Metabolites in the {C}h{EBI} Database","2018","0","0","8","0.784314","1608","matthew shardlow","Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018)","0"
"D18-2019","{APL}enty: annotation tool for creating high-quality datasets using active and proactive learning","2018","0","3","2","1","11105","minhquoc nghiem","Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing: System Demonstrations","0"
"W17-2314","Proactive Learning for Named Entity Recognition","2017","14","3","3","1","21605","maolin li","{B}io{NLP} 2017","0"
"E17-1093","Distributed Document and Phrase Co-embeddings for Descriptive Clustering","2017","22","2","7","0","25550","motoki sato","Proceedings of the 15th Conference of the {E}uropean Chapter of the Association for Computational Linguistics: Volume 1, Long Papers","0"
"W16-3921","Learning to recognise named entities in tweets by exploiting weakly labelled data","2016","25","1","3","1","26991","kurt espinosa","Proceedings of the 2nd Workshop on Noisy User-generated Text ({WNUT})","0"
"S16-1093","{N}a{CT}e{M} at {S}em{E}val-2016 Task 1: Inferring sentence-level semantic similarity from an ensemble of complementary lexical and sentence-level features","2016","17","2","5","0.784314","2016","piotr przybyla","Proceedings of the 10th International Workshop on Semantic Evaluation ({S}em{E}val-2016)","0"
"L16-1205","Ensemble Classification of Grants using {LDA}-based Features","2016","0","0","4","0","34924","yannis korkontzelos","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
"L16-1290","Identifying Content Types of Messages Related to Open Source Software Projects","2016","17","1","3","0","34924","yannis korkontzelos","Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16)","0"
